name,habitat,historical_period,size_weight,characterstics,image_url
"Avimimus (Greek for ""bird mimic""); pronounced AV-ih-MIME-us",Plains of central Asia,Late Cretaceous (75-70 million years ago),About five feet long and 25 pounds,Meat and insects,https://www.thoughtco.com/thmb/qd0LvQxbLURfXQHEEOscgtU5BQg=/689x502/filters:no_upscale():max_bytes(150000):strip_icc()/avimimus-58b9b6ef5f9b58af5c9c4416.png
Borogovia (after the borogoves in Lewis Carroll's poem Jabberwocky); pronounced BORE-oh-GO-vee-ah,Plains of central Asia,Late Cretaceous (70-65 million years ago),About six feet long and 25 pounds,Meat,https://www.thoughtco.com/thmb/7m13-8hiW3hKXEmQVG5MZi_Kj9c=/900x600/filters:no_upscale():max_bytes(150000):strip_icc()/borogoviaJL-58b9b6e33df78c353c2d2657.png
"Byronosaurus (Greek for ""Byron's lizard""); pronounced BUY-ron-oh-SORE-us",Deserts of central Asia,Late Cretaceous (85-80 million years ago),About 5-6 feet long and 10-20 pounds,Meat,https://www.thoughtco.com/thmb/E6DziWxBZLbiq7aBJOgc7Y7CdHg=/433x371/filters:no_upscale():max_bytes(150000):strip_icc()/byronosaurusPR-58b9b6dd5f9b58af5c9c3b5c.jpg
"Ceratonykus (Greek for ""horned claw""); pronounced seh-RAT-oh-NIKE-us",Deserts of central Asia,Late Cretaceous (85-80 million years ago),About five feet long and 25 pounds,Small animals,https://www.thoughtco.com/thmb/zWwgfFTaatzogh11ZfJPermZuxA=/800x538/filters:no_upscale():max_bytes(150000):strip_icc()/ceratonykusNT-58b9b6d43df78c353c2d1e34.jpg
"Chirostenotes (Greek for ""narrow hand""); pronounced KIE-ro-STEN-oh-tease",Woodlands of North America,Late Cretaceous (80 million years ago),About seven feet long and 50-75 pounds,Probably omnivorous,https://www.thoughtco.com/thmb/LgZFs50m2JbGBgXQE77merRK_cQ=/3648x2736/filters:no_upscale():max_bytes(150000):strip_icc()/chirostenotesJP-58b9b6cc3df78c353c2d1a14.JPG
Citipati (after an ancient Hindu god); pronounced SIH-tee-PAH-tee,Plains of central Asia,Late Cretaceous (75 million years ago),About nine feet long and 500 pounds,Meat,https://www.thoughtco.com/thmb/gbRqUArLPl-Mq5GHyI9p8Z6V0hc=/1024x629/filters:no_upscale():max_bytes(150000):strip_icc()/citipatiWC2-58b9b6bf5f9b58af5c9c2ba4.JPG
"Conchoraptor (Greek for ""conch thief""); pronounced CON-coe-rap-tore",Swamps of Central Asia,Late Cretaceous (70 million years ago),About five feet long and 20 pounds,Probably omnivorous,https://www.thoughtco.com/thmb/h9LNwbDYuxg1z2wklv0wsUgEuq0=/1200x800/filters:no_upscale():max_bytes(150000):strip_icc()/conchoraptorWC-58b9b6b93df78c353c2d0f67.jpg
,,,,,https://www.thoughtco.com/thmb/BIaeyjxUnXmzoZC60WbS-5bp-Lo=/599x452/filters:no_upscale():max_bytes(150000):strip_icc()/elmisaurusWC-58b9b6b35f9b58af5c9c2797.jpg
,,,,,https://www.thoughtco.com/thmb/f4AF5fC_OgK-hHg-qIEyLrS1h8Q=/640x377/filters:no_upscale():max_bytes(150000):strip_icc()/elopteryxMD-58b9b6ad3df78c353c2d0d7c.jpg
"Epidexipteryx (Greek for ""display feather""); pronounced EPP-ih-dex-IPP-teh-rix",Woodlands of Asia,Late Jurassic (165-150 million years ago),About one foot long and one pound,Probably insects,https://www.thoughtco.com/thmb/0PiUrW1D0zC7kpxXcGmcAK9jDH8=/1200x789/filters:no_upscale():max_bytes(150000):strip_icc()/Epidexipteryx-hui-58b9b69a5f9b58af5c9c263a.jpg
,,,,,https://www.thoughtco.com/thmb/k6Bsy3nSBzFJbREfZyedqrlKEZc=/800x600/filters:no_upscale():max_bytes(150000):strip_icc()/gobivenatorNT-58b9b68e3df78c353c2d0c14.jpg
"Hagryphus (Greek for ""Ha's griffin""); pronounced HAG-riff-us",Woodlands of North America,Late Cretaceous (75 million years ago),About eight feet long and 100 pounds,Probably omnivorous,https://www.thoughtco.com/thmb/CfrzEFxwfi_tHY7lwvClD-8G3Bc=/600x450/filters:no_upscale():max_bytes(150000):strip_icc()/hagryphus-58b9b6895f9b58af5c9c2500.JPG
"Haplocheirus (Greek for ""simple hand""); pronounced HAP-low-CARE-us",Plains of central Asia,Late Jurassic (160 million years ago),About 10 feet long and 100 pounds,Meat,https://www.thoughtco.com/thmb/S1A0ka63MQSahcRVGi6zJPg5aDM=/800x538/filters:no_upscale():max_bytes(150000):strip_icc()/haplocheirusNT-58b9b6805f9b58af5c9c24f6.jpg
"Hesperonychus (Greek for ""western claw""); pronounced HESS-peh-RON-ih-cuss",Woodlands of North America,Late Cretaceous (75 million years ago),About two feet long and 3-5 pounds,Probably insects,https://www.thoughtco.com/thmb/8NRbZ4xHH-t7FUJ2pvPLgezrfMY=/800x488/filters:no_upscale():max_bytes(150000):strip_icc()/hesperonychusNT-58b9b1f73df78c353c2b952a.jpg
"Heyuannia (""from Heyuan""); pronounced hay-you-WAN-ee-ah",Woodlands of Central Asia,Late Cretaceous (75 million years ago),About eight feet long and a few hundred pounds,Probably omnivorous,https://www.thoughtco.com/thmb/akgLJaMbFx4z_iniXs1vvBvkMuk=/800x284/filters:no_upscale():max_bytes(150000):strip_icc()/heyuanniaWC-58b9b6755f9b58af5c9c24ab.jpg
"Huaxiagnathus (Chinese/Greek for ""Chinese jaw""); pronounced HWAX-ee-ag-NATH-us",Plains of Asia,Early Cretaceous (130 million years ago),About six feet long and 75 pounds,Meat,https://www.thoughtco.com/thmb/2Pg42pswogJjR-zP57ZEQ3z9tlY=/800x600/filters:no_upscale():max_bytes(150000):strip_icc()/huaxiagnathusNT-58b9b66c3df78c353c2d0b2a.jpg
"Incisivosaurus (Greek for ""incisor lizard""); pronounced in-SIZE-ih-voh-SORE-us",Woodlands of Asia,Early Cretaceous (130-125 million years ago),About three feet long and 5-10 pounds,Plants,https://www.thoughtco.com/thmb/k3c09bhb6sxyrXyEg86qi0IkKyU=/800x482/filters:no_upscale():max_bytes(150000):strip_icc()/incisivisosaurusWC-58b9b6673df78c353c2d0b0c.png
"Ingenia (""from Ingen""); pronounced IN-jeh-NEE-ah",Woodlands of Central Asia,Late Cretaceous (70 million years ago),About five feet long and 50 pounds,Probably omnivorous,https://www.thoughtco.com/thmb/uMspfP1DhcwY-EINN6YHPMdaULc=/786x442/filters:no_upscale():max_bytes(150000):strip_icc()/SPingenia-58b9b6613df78c353c2d0b04.jpg
"Jinfengopteryx (Greek for ""Jinfeng wing""); pronounced JIN-feng-OP-ter-ix",Plains of Asia,Late Jurassic-Early Cretaceous (150-140 million years ago),About two feet long and 10 pounds,Probably omnivorous,https://www.thoughtco.com/thmb/Qt9kVWSVvFDTxAUefKM8CeOL9m8=/864x528/filters:no_upscale():max_bytes(150000):strip_icc()/jinfengopteryxWC-58b9b65c3df78c353c2d0ae2.jpg
,,,,,https://www.thoughtco.com/thmb/txRCMr79TFlzmMoMfcz8GrSPa_Y=/2592x1944/filters:no_upscale():max_bytes(150000):strip_icc()/juravenatorWC-58b9b6563df78c353c2d0aae.JPG
"Khaan (Mongolian for ""lord""); prounounced KAHN",Woodlands of Central Asia,Late Cretaceous (70 million years ago),About four feet long and 30 pounds,Probably omnivorous,https://www.thoughtco.com/thmb/y3wgewUnOHIQL71_JexLmujFBec=/1188x710/filters:no_upscale():max_bytes(150000):strip_icc()/khaanWC-58b9b1963df78c353c2b8ec4.jpg
"Kol (Mongolian for ""foot""); pronounced COAL",Deserts of central Asia,Late Cretaceous (75 million years ago),About six feet long and 40-50 pounds,Meat,https://www.thoughtco.com/thmb/h8-TKfpHlloAtjbQdafo1aPqGP0=/719x600/filters:no_upscale():max_bytes(150000):strip_icc()/kolWC-58b9b64a3df78c353c2d0a30.jpg
"Linhenykus (Greek for ""Linhe claw""); pronounced LIN-heh-NYE-kuss",Plains of central Asia,Late Cretaceous (85-75 million years ago),About three feet long and a few pounds,Meat,https://www.thoughtco.com/thmb/sWgj8il9lFX9KJkcSQONbgWtMfA=/300x300/filters:no_upscale():max_bytes(150000):strip_icc()/linhenykusJC-58b9b6443df78c353c2d0a12.jpg
"Linhevenator (Greek for ""Linhe hunter""); pronounced LIN-heh-veh-nay-tore",Plains of central Asia,Late Cretaceous (80-70 million years ago),About five feet long and 75 pounds,Meat,https://www.thoughtco.com/thmb/ESr2fBuBvj9BPyODf0CmdLx3Ghw=/500x375/filters:no_upscale():max_bytes(150000):strip_icc()/linhevenatorNT-58b9b6403df78c353c2d0a0b.jpg
"Machairasaurus (Greek for ""short scimitar lizard""); pronounced mah-CARE-oh-SORE-us",Woodlands of Asia,Late Cretaceous (70 million years ago),About three feet long and 10-20 pounds,Unknown; possibly omnivorous,https://www.thoughtco.com/thmb/aTeCk-5G1aGgs0eH5bqvaZ7XZ7M=/2178x1377/filters:no_upscale():max_bytes(150000):strip_icc()/machairasaurusGE-58b9b63b5f9b58af5c9c23f8.jpg
Mahakala (after a Buddhist deity); pronounced mah-ha-KAH-la,Plains of central Asia,Late Cretaceous (80 million years ago),About two feet long and a few pounds,Small animals,https://www.thoughtco.com/thmb/AroSFZ2EDvqOgYLbzjtXV6vqL5M=/800x399/filters:no_upscale():max_bytes(150000):strip_icc()/mahakalaNT-58b9b6355f9b58af5c9c23d5.jpg
"Mei (Chinese for ""sound asleep""); pronounced MAY",Woodlands of Asia,Early Cretaceous (140-135 million years ago),About two feet long and a few pounds,Probably omnivorous,https://www.thoughtco.com/thmb/CTegHI9Xc7OtVuyQzMRgwNPde4M=/800x600/filters:no_upscale():max_bytes(150000):strip_icc()/mei-58b9b6305f9b58af5c9c23bb.JPG
,,,,,https://www.thoughtco.com/thmb/FWliu6RJm7lRPNtSWotRgo66vpk=/1677x1042/filters:no_upscale():max_bytes(150000):strip_icc()/mirischiaWC-58b9b6255f9b58af5c9c23ab.jpg
"Mononykus (Greek for ""single claw""); pronounced MON-oh-NYE-cuss",Plains of Asia,Late Cretaceous (80-70 million years ago),About three feet long and 10 pounds,Insects,https://www.thoughtco.com/thmb/9VLL0Oh5ssZ-wKQFzhCAHKitYFw=/2660x1516/filters:no_upscale():max_bytes(150000):strip_icc()/mononykusWC-58b9b61e3df78c353c2d0999.jpg
,,,,,https://www.thoughtco.com/thmb/4_PPG2Rfi5Cuo1nGcLo4j5W4LPY=/669x503/filters:no_upscale():max_bytes(150000):strip_icc()/nankangiaWC-58b9b6153df78c353c2d08fa.jpg
Nomingia (from the region of Mongolia where it was found); pronounced no-MIN-gee-ah,Woodlands of Asia,Late Cretaceous (70-65 million years ago),About six feet long and 25 pounds,Probably omnivorous,https://www.thoughtco.com/thmb/cRdKB60BGvEXJG_aoT7tQPgezeA=/800x583/filters:no_upscale():max_bytes(150000):strip_icc()/nomingiaWC-58b9b6085f9b58af5c9c211f.png
"Nqwebasaurus (Greek for ""Nqweba lizard""); pronounced nn-KWAY-buh-SORE-us",Plains of southern Africa,Early Cretaceous (130 million years ago),About three feet long and 25 pounds,Probably omnivorous,https://www.thoughtco.com/thmb/pwMmkpfUcwR7-lVcqSOsmrUzaDs=/563x380/filters:no_upscale():max_bytes(150000):strip_icc()/nqwebasaurusEV-58b9b6043df78c353c2d0659.jpg
"Parvicursor (Greek for ""tiny runner""); pronounced PAR-vih-cur-sore",Plains of central Asia,Late Cretaceous (80-70 million years ago),About one foot long and less than a pound,Unknown; probably insects,https://www.thoughtco.com/thmb/TEQQoZRRGmSrQ9yhgZqzAtOX9dY=/1500x957/filters:no_upscale():max_bytes(150000):strip_icc()/parvicursorWC-58b9b5ee5f9b58af5c9c1c58.jpg
"Pedopenna (Greek for ""feathered foot""); pronounced PED-oh-PEN-ah",Woodlands of Asia,Late Jurassic (150 million years ago),About three feet long and 5-10 pounds,Probably omnivorous,https://www.thoughtco.com/thmb/-XgQo04nXiPQyniDLHz8AIEOtE8=/800x469/filters:no_upscale():max_bytes(150000):strip_icc()/pedopenna-58b9b5e75f9b58af5c9c1b6d.jpg
,,,,,https://www.thoughtco.com/thmb/SceP7n__od0lyARL4nPf0eh9OTM=/640x477/filters:no_upscale():max_bytes(150000):strip_icc()/philovenatorEM-58b9b5e25f9b58af5c9c1aa4.png
,,,,,https://www.thoughtco.com/thmb/nWILhF5TxnhJTDgbusAwQnWkx28=/1280x853/filters:no_upscale():max_bytes(150000):strip_icc()/pneumatoraptorHNHM-58b9b5db3df78c353c2cff69.jpg
"Protarchaeopteryx (Greek for ""before Archaeopteryx""); pronounced PRO-tar-kay-OP-ter-ix",Woodlands of Asia,Early Cretaceous (130-125 million years ago),About two feet long and a few pounds,Probably omnivorous,https://www.thoughtco.com/thmb/i5YwbLUOeZ-T4O_ONM3V4yFRs5U=/1024x543/filters:no_upscale():max_bytes(150000):strip_icc()/protarchaeopteryxWC-58b9b5d45f9b58af5c9c18b2.jpg
Richardoestesia (after paleontologist Richard Estes); pronounced rih-CAR-doe-ess-TEE-zha,Swamps of North America,Late Cretaceous (70 million years ago),About four feet long and 25 pounds,Meat,https://www.thoughtco.com/thmb/tJVsPU37FHxTW34-yLfqCMTqngE=/1080x509/filters:no_upscale():max_bytes(150000):strip_icc()/ricardoestesiaTGCOM-58b9b5d03df78c353c2cfdde.jpg
Rinchenia (after paleontologist Rinchen Barsbold); pronounced RIN-cheh-NEE-ah,Plains of Central Asia,Late Cretaceous (75 million years ago),About six feet long and 100 pounds,Meat,https://www.thoughtco.com/thmb/2d5kGs-3lLiAQbXfCFIlkCuKXKU=/800x434/filters:no_upscale():max_bytes(150000):strip_icc()/JBrinchenia-58b9b5ca5f9b58af5c9c173e.jpg
,,,,,https://www.thoughtco.com/thmb/3O-F1V4DYhr0IxTXG0_XfPyE7cY=/900x675/filters:no_upscale():max_bytes(150000):strip_icc()/saurornithoidesTD-58b9b5c53df78c353c2cfc3f.jpg
"Scansoriopteryx (Greek for ""climbing wing""); pronounced SCAN-sore-ee-OP-ter-ix",Woodlands of Asia,Early Cretaceous (130-125 million years ago,About one foot long and less than a pound,Insects,https://www.thoughtco.com/thmb/FOtKvt8l1aKnhwLpyXn8t8b3jRU=/1200x504/filters:no_upscale():max_bytes(150000):strip_icc()/scansoriopteryxWC-58b9b5c15f9b58af5c9c15fa.jpg
"Sciurumimus (Greek for ""squirrel mimic""); pronounced skee-ORE-oo-MY-muss",Swamps of western Europe,Late Jurassic (150 million years ago),About two feet long and 5-10 pounds,"Insects (when young), meat (when older)",https://www.thoughtco.com/thmb/J_UAN26X0XZpiawb7ByxcFSINjw=/603x463/filters:no_upscale():max_bytes(150000):strip_icc()/sciurumimus-58b9b5bc3df78c353c2cfb24.jpg
"Sinornithoides (Greek for ""Chinese bird form""); pronounced SIGH-nor-nih-THOY-deez",Woodlands of Asia,Early Cretaceous (130 million years ago),About three feet long and 5-10 pounds,Meat,https://www.thoughtco.com/thmb/XMPNN9mjdgyN_W7UpsyLsvIyyts=/600x600/filters:no_upscale():max_bytes(150000):strip_icc()/WCsinornithoides-58b9b5a63df78c353c2cf7d5.png
"Sinosauropteryx (Greek for ""Chinese lizard wing""); pronounced SIGH-no-sore-OP-ter-ix",Woodlands of Asia,Early Cretaceous (130-125 million years ago),About four feet long and 10-20 pounds,Probably omnivorous,https://www.thoughtco.com/thmb/yO3J-gB11K671UOAxVb6zn6hfoo=/1130x848/filters:no_upscale():max_bytes(150000):strip_icc()/EWsinosauropteryx-58b9b59c3df78c353c2cf694.jpg
"Sinovenator (Greek for ""Chinese hunter""); pronounced SIGH-no-VEN-ate-or",Woodlands of China,Early Cretaceous (130-125 million years ago),About three feet long and 5-10 pounds,Probably omnivorous,https://www.thoughtco.com/thmb/zVRR3kwVnYjc8YPAemfG3GB_Tl0=/504x360/filters:no_upscale():max_bytes(150000):strip_icc()/sinovenator-58b9b5965f9b58af5c9c0f7f.jpg
"Sinusonasus (Greek for ""sinus-shaped nose""); pronounced SIGH-no-so-NAY-suss",Woodlands of Asia,Early Cretaceous (130 million years ago),About three feet long and 5-10 pounds,Meat,https://www.thoughtco.com/thmb/Dnz5Oj4i7Aej5Sxo_S9zAnsh2bk=/800x564/filters:no_upscale():max_bytes(150000):strip_icc()/EVsinusonasus-58b9b1565f9b58af5c9a8fd0.jpg
Talos (after the figure from Greek myth); pronounced TAY-loss,Woodlands of North America,Late Cretaceous (80-75 million years ago),About six feet long and 75-100 pounds,Meat,https://www.thoughtco.com/thmb/lkGGPm-5oM7vMcBCcw4ttMwJrZ4=/800x600/filters:no_upscale():max_bytes(150000):strip_icc()/talosUMNH-58b9b58c5f9b58af5c9c0e22.jpg
"Urbacodon (acronym/Greek for ""Uzbek, Russian, British, American and Canadian tooth""); pronounced UR-bah-COE-don",Plains of central Asia,Late Cretaceous (95 million years ago),About five feet long and 20-25 pounds,Meat,https://www.thoughtco.com/thmb/GgeFzjG4vKY38yb32W-IKiJUm24=/640x362/filters:no_upscale():max_bytes(150000):strip_icc()/urbacodonAA-58b9b5813df78c353c2cf273.jpg
,,,,,https://www.thoughtco.com/thmb/-EAhxC3D5NZNO_A7o2p4hluQins=/943x598/filters:no_upscale():max_bytes(150000):strip_icc()/velocisaurusWC-58b9b57d5f9b58af5c9c0b12.jpg
Wellnhoferia (after paleontologist Peter Wellnhofer); pronounced WELN-hoff-EH-ree-ah,Forests and lakes of western Europe,Late Jurassic (150 million years ago),About one foot long and less than a pound,Insects,https://www.thoughtco.com/thmb/ZI_Nvpyb6S-dkvkcb--q0ouhDCM=/548x443/filters:no_upscale():max_bytes(150000):strip_icc()/wellnhoferiaWC-58b9b5785f9b58af5c9c0a7c.jpg
"Xixianykus (Greek for ""Xixian claw""); pronounced shi-she-ANN-ih-kuss",Woodlands of eastern Asia,Middle-Late Cretaceous (90-85 million years ago),About two feet long and a few pounds,Small animals,https://www.thoughtco.com/thmb/Gd2JszWkBC1N5qqx7PlKI_GxNc0=/1200x942/filters:no_upscale():max_bytes(150000):strip_icc()/xixianykusMVR-56a252e93df78cf772746c82.htm
"Yi Qi (Chinese for ""strange wing""); pronounced ee-CHEE",Woodlands of Asia,Late Jurassic (160 Million Years Ago),About one foot long and one pound,Probably insects,https://www.thoughtco.com/thmb/OeZZb1jGa36Ze1djB_3H45trR4Y=/640x384/filters:no_upscale():max_bytes(150000):strip_icc()/yiqi-58b9b56c3df78c353c2cef08.jpeg
"Yulong (Chinese for ""Henan province dragon""); pronounced YOU-long",Woodlands of Asia,Late Cretaceous (75-65 million years ago),About 18 inches long and one pound,Meat,https://www.thoughtco.com/thmb/WPKpiuSGTjmu0lrioqGLBnkcBas=/600x450/filters:no_upscale():max_bytes(150000):strip_icc()/yulongNT-58b9b5683df78c353c2cee34.jpg
Zanabazar (after a Buddhist spiritual leader); pronounced ZAH-nah-bah-ZAR,Woodlands of central Asia,Late Cretaceous (70-65 million years ago),About six feet long and 100 pounds,Meat,https://www.thoughtco.com/thmb/UAkH10Pv5jh7g60EujeRlVoJi28=/800x403/filters:no_upscale():max_bytes(150000):strip_icc()/zanabazarWC-58b9b5625f9b58af5c9c05fc.jpg
,,,,,https://www.thoughtco.com/thmb/NFTjFFLrKR3PJrv2EzmdPYeTz5c=/1280x670/filters:no_upscale():max_bytes(150000):strip_icc()/zuolongWC-58b9b55e3df78c353c2cec0d.jpg
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/IlfmwTjqYrShJHf2I5tgRl2sP88=/600x600/filters:no_upscale():max_bytes(150000):strip_icc()/achelousaurusMR-58b9a3383df78c353c10f2bb.png
,,Woodlands of southern North America,,,https://www.thoughtco.com/thmb/xxw_lN6d_eIOPmbzWsoQobSRLyM=/800x600/filters:no_upscale():max_bytes(150000):strip_icc()/agujaceratopsNT-58b9a3305f9b58af5c7fe32f.jpg
,,Woodlands of central Europe,,,https://www.thoughtco.com/thmb/jEGD7aPX5Lv8oc-KfICxl6kXDRA=/500x374/filters:no_upscale():max_bytes(150000):strip_icc()/ajkaceratopsNT-58b9a32b5f9b58af5c7fd948.jpg
,,Woodlands of eastern Asia,,,https://www.thoughtco.com/thmb/AChlDB0YDxr9g3Yu6zlCbQBevbI=/900x415/filters:no_upscale():max_bytes(150000):strip_icc()/albalophosaurusWC-58b9a3275f9b58af5c7fd254.jpg
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/illzfvVd5y_v-W8lwHjQH98yWoQ=/1024x468/filters:no_upscale():max_bytes(150000):strip_icc()/albertaceratopsJK-58b9a3213df78c353c10c846.jpg
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/gg2N4wG7z93mDjhJmDUe6bAJGLw=/1280x637/filters:no_upscale():max_bytes(150000):strip_icc()/anchiceratopsWC-58b9a31d5f9b58af5c7fbe0d.jpg
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/-vLn-6enpEOZVYWOGrUydz6gbFk=/1200x902/filters:no_upscale():max_bytes(150000):strip_icc()/aquilopsBE-58b9a3165f9b58af5c7fb04a.jpg
,,Woodlands of Asia,,,https://www.thoughtco.com/thmb/ybLFOB2cPfkgGAqnrtxokSCiIj4=/748x323/filters:no_upscale():max_bytes(150000):strip_icc()/archaeoceratopsSP-58b9a3105f9b58af5c7fa3f8.jpg
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/afg6oF1baremDUGC_MFKVz7fvBs=/700x506/filters:no_upscale():max_bytes(150000):strip_icc()/arrhinoceratops-58b9a30b5f9b58af5c7f9bba.jpg
,,Woodlands of Asia,,,https://www.thoughtco.com/thmb/8uZQcD0TmhRnl0JQiG6fFeO7AVU=/4000x3000/filters:no_upscale():max_bytes(150000):strip_icc()/auroraceratopsWC-58b9a3035f9b58af5c7f9049.JPG
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/ok4DkVFZJzJLUYEuk4DEzUKOIMs=/1024x675/filters:no_upscale():max_bytes(150000):strip_icc()/avaceratopsWC-58b9c1c35f9b58af5ca1e7ef.JPG
,,Plains of central Asia,,,https://www.thoughtco.com/thmb/OR4cYF7eb8j4jheSFaHrrypQx1w=/1608x1281/filters:no_upscale():max_bytes(150000):strip_icc()/bagaceratopsWC-58b9c1bf3df78c353c328378.JPG
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/UlNiOTi4-tEfw75Wkt_A-TgMa7w=/3490x2553/filters:no_upscale():max_bytes(150000):strip_icc()/brachyceratopsWC2-58b9c1b95f9b58af5ca1e124.jpg
,,Woodlands of southern North America,,,https://www.thoughtco.com/thmb/Cm-Twsf4P7jwzRa0qcmCDaHgvIs=/800x600/filters:no_upscale():max_bytes(150000):strip_icc()/bravoceratopsNT-58b9c1b15f9b58af5ca1dc76.jpg
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/qc-V-yGlmJVWAY0LLmOq803lQt4=/800x466/filters:no_upscale():max_bytes(150000):strip_icc()/cerasinopsNT-58b9c1a83df78c353c327753.jpg
,,Woodlands of Asia,,,https://www.thoughtco.com/thmb/Y-wT8L84-wQ1Jr44ZzX0F_aFh8s=/800x467/filters:no_upscale():max_bytes(150000):strip_icc()/chaoyangsaurusNT-58b9c1a45f9b58af5ca1d47f.jpg
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/AhITcDN2IgMiHAKoRHOGt5ymo-M=/825x580/filters:no_upscale():max_bytes(150000):strip_icc()/coahuilaceratops-58b9c19b5f9b58af5ca1cf08.jpg
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/WvtdjapxvzScoR0mBDGtvulPYHI=/600x450/filters:no_upscale():max_bytes(150000):strip_icc()/coronosaurusNT-58b9c1953df78c353c326e5b.jpg
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/Bc_ztoJ0nkAmrbYo_FF_VdGNX0M=/775x600/filters:no_upscale():max_bytes(150000):strip_icc()/diabloceratopsNT-58b9c1913df78c353c326bc3.jpg
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/9rjiJ7a9wHAdXAUhtWWLcQMi51M=/700x420/filters:no_upscale():max_bytes(150000):strip_icc()/einiosaurusSK-58b9ab645f9b58af5c8f64a8.jpg
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/YCWxEMEQ8KwlSn3Et53Zw6Ji_Ik=/800x533/filters:no_upscale():max_bytes(150000):strip_icc()/eotriceratopsWC-58b9c1823df78c353c32647b.jpg
,,Plains of central Asia,,,https://www.thoughtco.com/thmb/KoQ-ZxvXlPXn8OFs6u9ygJYk_4Y=/723x599/filters:no_upscale():max_bytes(150000):strip_icc()/gobiceratopsWC-58b9c17d5f9b58af5ca1bd26.jpg
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/-bu8Y-6n-zownjj8zCw9thGN2ZM=/300x290/filters:no_upscale():max_bytes(150000):strip_icc()/gryphoceratops-58b9c1765f9b58af5ca1b8a5.jpg
,,Woodlands of Asia,,,https://www.thoughtco.com/thmb/FHIumf8FjEHJZ1knU12N-KgFkro=/936x599/filters:no_upscale():max_bytes(150000):strip_icc()/hongshanosaurusWC2-58b9c1723df78c353c325b7b.JPG
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/7T3rhK5kUNjjpbn9uWoJgPti4SM=/600x450/filters:no_upscale():max_bytes(150000):strip_icc()/Judiceratops_NT-58b9c16e5f9b58af5ca1b314.jpg
,,Woodlands of eastern Asia,,,https://www.thoughtco.com/thmb/-vYRCGvI7xmNCoRIFY4NWdw7tvg=/600x323/filters:no_upscale():max_bytes(150000):strip_icc()/koreaceratoopsNT-58b9c1693df78c353c3256e5.jpg
,,Plains of western North America,,,https://www.thoughtco.com/thmb/uh_yQzmx3FVGbmnL7iFKOxv05Xw=/800x352/filters:no_upscale():max_bytes(150000):strip_icc()/leptoceratops-58b9c1623df78c353c325134.JPG
,,Woodlands of Asia,,,https://www.thoughtco.com/thmb/7pc2dI2sA9YLuZ8FPDB5tQMngpc=/1024x768/filters:no_upscale():max_bytes(150000):strip_icc()/liaoceratops-58b9c15d5f9b58af5ca1a73e.jpg
,,Deserts of central Asia,,,https://www.thoughtco.com/thmb/baz3nDogLDD7JcHM4lSA3uF-8L8=/1024x641/filters:no_upscale():max_bytes(150000):strip_icc()/magnirostrisWC-58b9c1575f9b58af5ca1a371.jpg
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/ACWYjLmb3oTug4RKXgVBH1yHk28=/800x524/filters:no_upscale():max_bytes(150000):strip_icc()/AAmedusaceratops-58b9c1535f9b58af5ca1a07c.jpg
,,Plains of North America,,,https://www.thoughtco.com/thmb/Q1CisjvP_p6T0mrJJqc-8RULggs=/800x600/filters:no_upscale():max_bytes(150000):strip_icc()/mercuriceratopsNT-58b9c14f3df78c353c324326.jpg
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/wpyuXy66yAl0BFG3hbRuNLwIPZI=/1132x1008/filters:no_upscale():max_bytes(150000):strip_icc()/mojoceratopsWC-58b9c1453df78c353c323a85.jpg
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/repYNhoM0xtBitRAEGRlQUhE8pU=/800x600/filters:no_upscale():max_bytes(150000):strip_icc()/montanoceratopsWC-58b9c13b3df78c353c32341c.JPG
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/kekRVl9xwS_mbUBE5h4eYTa32xo=/500x500/filters:no_upscale():max_bytes(150000):strip_icc()/nasutoceratopsLP-58b9c1375f9b58af5ca18989.jpg
,,Woodlands of southern North America,,,https://www.thoughtco.com/thmb/bVSApKrYeT8X678vIyQ9Rg9iUO0=/750x380/filters:no_upscale():max_bytes(150000):strip_icc()/Ojoceratops-fowleri-58b9b3d35f9b58af5c9b7e2d.jpg
,,Woodlands of North America,,,https://www.thoughtco.com/thmb/p8CTyjHDs28lDCBWUuC_VwIj1B4=/832x504/filters:no_upscale():max_bytes(150000):strip_icc()/prenoceratopsCM-58b9c1165f9b58af5ca173cd.jpg
